Feature_A_(i),Feature_A_(i)-noFeature_A_(i),Feature_B_(2i),Feature_B_(2i)-noFeature_A_(i),Feature_C_(-i),Feature_C_(-i)-noFeature_A_(i),Constant_Feature,Constant_Feature-noFeature_A_(i),Random_Feature,Random_Feature-noFeature_A_(i),Outcome,Outcome-noFeature_A_(i)
768,4787,1536,6156,-768,-3079,1,1,0.6778564521722376,0.5970130310756897,A,A
769,4787,1538,6156,-769,-3079,1,1,0.37147469762529517,0.36326959483172827,A,A
770,4787,1540,6156,-770,-3079,1,1,0.9524522897498006,0.9358892092224953,A,A
772,4787,1544,6168,-772,-3085,1,1,0.7447973201875181,0.6865687000926515,A,A
774,4787,1548,6168,-774,-3085,1,1,0.46868633708743224,0.45443658440763757,A,A
775,4787,1550,6168,-775,-3085,1,1,0.5389593158450355,0.5057843245177359,A,A
777,4787,1554,6180,-777,-3091,1,1,0.4127520790246888,0.41436990175995514,A,A
781,4787,1562,6180,-781,-3091,1,1,0.999625102312857,0.9867277963524416,A,A
782,4787,1564,6180,-782,-3091,1,1,0.33073835153398135,0.33085674641798635,A,A
790,4787,1580,6202,-790,-3102,1,1,0.682859005230492,0.6185616736968093,A,A
794,4787,1588,6214,-794,-3108,1,1,0.6184884857868548,0.5603876811308924,A,A
797,4787,1594,6214,-797,-3108,1,1,0.3254688594580203,0.30887378737929305,A,A
800,4787,1600,6226,-800,-3114,1,1,0.1321922078448473,0.11766008071769851,A,A
804,4787,1608,6226,-804,-3114,1,1,0.8861158598680836,0.8844562399641169,A,A
808,4787,1616,6238,-808,-3120,1,1,0.7989272112694458,0.7650504588350444,A,A
813,4787,1626,6250,-813,-3125,1,1,0.9270780640668491,0.9155804834289545,A,A
814,4787,1628,6250,-814,-3125,1,1,0.8705890918726078,0.8483288367488273,A,A
816,4787,1632,6250,-816,-3125,1,1,0.22897324604118718,0.2200783515824032,A,A
821,4787,1642,6260,-821,-3131,1,1,0.8263106549658775,0.7978402972390728,A,A
823,4787,1646,6272,-823,-3137,1,1,0.2338157951957749,0.23139716590926385,A,A
824,4787,1648,6272,-824,-3137,1,1,0.6688651669908148,0.5970130310756897,A,A
825,4787,1650,6272,-825,-3137,1,1,0.5021134421651738,0.4863973973956013,A,A
828,4787,1656,6272,-828,-3137,1,1,0.3359427691833182,0.33085674641798635,A,A
835,4787,1670,6296,-835,-3148,1,1,0.7041085004334809,0.6403485791625139,A,A
836,4787,1672,6296,-836,-3148,1,1,0.026226916394175404,0.02540337192260267,A,A
840,4787,1680,6306,-840,-3154,1,1,0.8440875918186447,0.836604570279811,A,A
845,4787,1690,6306,-845,-3154,1,1,0.22739339701357475,0.2200783515824032,A,A
847,4787,1694,6318,-847,-3160,1,1,0.9990891810630865,0.9867277963524416,A,A
850,4787,1700,6318,-850,-3160,1,1,0.7962582456574063,0.7650504588350444,A,A
864,4787,1728,6354,-864,-3177,1,1,0.533116913680959,0.5057843245177359,A,A
866,4787,1732,6354,-866,-3177,1,1,0.7482852374838356,0.6865687000926515,A,A
871,4787,1742,6364,-871,-3183,1,1,0.10108499106887558,0.09584927697217083,A,A
877,4787,1754,6376,-877,-3189,1,1,0.22066418506385188,0.20479149534265284,A,A
878,4787,1756,6376,-878,-3189,1,1,0.9080171682988215,0.9155804834289545,A,A
881,4787,1762,6388,-881,-3195,1,1,0.8385823940578379,0.81093086149687,A,A
882,4787,1764,6388,-882,-3195,1,1,0.9014049403886532,0.897897211542344,A,A
885,4787,1770,6388,-885,-3195,1,1,0.36152312400621134,0.36326959483172827,A,A
886,4787,1772,6388,-886,-3195,1,1,0.7700046249346877,0.7248533491587095,A,A
888,4787,1776,6400,-888,-3201,1,1,0.25781934758576086,0.2556376638625464,A,A
890,4787,1780,6400,-890,-3201,1,1,0.2875044454353044,0.2705870793149804,A,A
891,4787,1782,6400,-891,-3201,1,1,0.44643681959230663,0.43084017934406293,A,A
899,4787,1798,6422,-899,-3212,1,1,0.5454298870318549,0.5057843245177359,A,A
900,4787,1800,6422,-900,-3212,1,1,0.8193046422122829,0.7978402972390728,A,A
904,4787,1808,6434,-904,-3218,1,1,0.6885378752271564,0.6403485791625139,A,A
905,4787,1810,6434,-905,-3218,1,1,0.6267951013779872,0.5603876811308924,A,A
907,4787,1814,6434,-907,-3218,1,1,0.024809866852586904,0.02540337192260267,A,A
910,4787,1820,6446,-910,-3224,1,1,0.042269028235212946,0.046636926221635844,A,A
911,4787,1822,6446,-911,-3224,1,1,0.7066474918709805,0.6567225731105883,A,A
915,4787,1830,6446,-915,-3224,1,1,0.11974058196966808,0.11766008071769851,A,A
916,4787,1832,6458,-916,-3230,1,1,0.22448940376732374,0.2200783515824032,A,A
920,4787,1840,6458,-920,-3230,1,1,0.4506258502881453,0.43084017934406293,A,A
921,4787,1842,6458,-921,-3230,1,1,0.9309889681939939,0.9358892092224953,A,A
923,4787,1846,6470,-923,-3235,1,1,0.06583914111744482,0.06575410935862658,A,A
927,4787,1854,6480,-927,-3241,1,1,0.4437765563600822,0.43084017934406293,A,A
928,4787,1856,6480,-928,-3241,1,1,0.7336921435430007,0.6676345312549455,A,A
932,4787,1864,6480,-932,-3241,1,1,0.5806015672096773,0.5287072142744291,A,A
933,4787,1866,6492,-933,-3247,1,1,0.6606705779172014,0.5738128596868537,A,A
935,4787,1870,6492,-935,-3247,1,1,0.1335305497191761,0.14001508031831478,A,A
938,4787,1876,6492,-938,-3247,1,1,0.35378080471737894,0.36326959483172827,A,A
941,4787,1882,6504,-941,-3253,1,1,0.265399211123585,0.2556376638625464,A,A
942,4787,1884,6504,-942,-3253,1,1,0.5329287381877112,0.5057843245177359,A,A
943,4787,1886,6504,-943,-3253,1,1,0.19455345202480057,0.18991284810616926,A,A
948,4787,1896,6516,-948,-3258,1,1,0.8638122590704682,0.8483288367488273,A,A
950,4787,1900,6526,-950,-3264,1,1,0.2088050179466452,0.18991284810616926,A,A
954,4787,1908,6526,-954,-3264,1,1,0.7554719539382782,0.7124266951977283,A,A
959,4787,1918,6538,-959,-3270,1,1,0.14538366750915033,0.14001508031831478,A,A
968,4787,1936,6562,-968,-3282,1,1,0.271652546410978,0.2705870793149804,A,A
971,4787,1942,6562,-971,-3282,1,1,0.8899527602435703,0.8844562399641169,A,A
972,4787,1944,6562,-972,-3282,1,1,0.0648612036687446,0.06575410935862658,A,A
973,4787,1946,6562,-973,-3282,1,1,0.9866793410557569,0.9708335991200716,A,A
974,4787,1948,6574,-974,-3287,1,1,0.7988693622352896,0.7650504588350444,A,A
977,4787,1954,6574,-977,-3287,1,1,0.9347685593881282,0.9358892092224953,A,A
980,4787,1960,6584,-980,-3293,1,1,0.7984460977340703,0.7650504588350444,A,A
984,4787,1968,6584,-984,-3293,1,1,0.9963230877279876,0.9867277963524416,A,A
988,4787,1976,6596,-988,-3299,1,1,0.9897699855159624,0.9867277963524416,A,A
989,4787,1978,6596,-989,-3299,1,1,0.6722145012486291,0.5970130310756897,A,A
998,4787,1996,5960,-998,-2981,1,1,0.9727973519974249,0.9867277963524416,A,A
999,4787,1998,5960,-999,-2981,1,1,0.6635488633751254,0.6403485791625139,A,A
1006,4787,2012,5972,-1006,-2986,1,1,0.529599431975395,0.4863973973956013,A,A
1011,4787,2022,5982,-1011,-2992,1,1,0.9310568208938647,0.9556519694980462,A,A
1013,4787,2026,5982,-1013,-2992,1,1,0.9269300268921118,0.9358892092224953,A,A
1016,4787,2032,5994,-1016,-2998,1,1,0.36665458254709504,0.33085674641798635,A,A
1017,4787,2034,5994,-1017,-2998,1,1,0.3300208801721428,0.29312155847436416,A,A
1020,4787,2040,6006,-1020,-3004,1,1,0.13491708739470665,0.11766008071769851,A,A
1022,4787,2044,6006,-1022,-3004,1,1,0.7676436959688087,0.7650504588350444,A,A
1026,4787,2052,6018,-1026,-3010,1,1,0.9291774458994609,0.9358892092224953,A,A
1027,4787,2054,6018,-1027,-3010,1,1,0.568768053271663,0.5437811418999469,A,A
1033,4787,2066,6030,-1033,-3015,1,1,0.30925118249155525,0.2556376638625464,A,A
1034,4787,2068,6030,-1034,-3015,1,1,0.49297772780724824,0.45443658440763757,A,A
1039,4787,2078,6040,-1039,-3021,1,1,0.8908459331278182,0.897897211542344,A,A
1040,4787,2080,6040,-1040,-3021,1,1,0.734479849027292,0.7124266951977283,A,A
1041,4787,2082,6040,-1041,-3021,1,1,0.5130286356624485,0.4863973973956013,A,A
1042,4787,2084,6040,-1042,-3021,1,1,0.18128505034817766,0.1556084896784825,A,A
1051,4787,2102,6064,-1051,-3033,1,1,0.17326296986721357,0.1556084896784825,A,A
1053,4787,2106,6064,-1053,-3033,1,1,0.8286607304522473,0.7978402972390728,A,A
1058,4787,2116,6076,-1058,-3038,1,1,0.3134033734040992,0.2556376638625464,A,A
1063,4787,2126,6086,-1063,-3044,1,1,0.6246417515337578,0.5738128596868537,A,A
1064,4787,2128,6086,-1064,-3044,1,1,0.8987649314503874,0.897897211542344,A,A
1065,4787,2130,6086,-1065,-3044,1,1,0.3912776882862381,0.36326959483172827,A,A
1066,4787,2132,6098,-1066,-3050,1,1,0.31633240567391285,0.2705870793149804,A,A
1067,4787,2134,6098,-1067,-3050,1,1,0.3162011080132213,0.2705870793149804,A,A
1070,4787,2140,6098,-1070,-3050,1,1,0.8932033273755423,0.897897211542344,A,A
1071,4787,2142,6098,-1071,-3050,1,1,0.5004553107774509,0.45443658440763757,A,A
1073,4787,2146,6110,-1073,-3056,1,1,0.7413814229489277,0.7248533491587095,A,A
1074,4787,2148,6110,-1074,-3056,1,1,0.30856344838210714,0.2556376638625464,A,A
1079,4787,2158,6122,-1079,-3062,1,1,0.007477666506484182,0.009431753548861166,A,A
1084,4787,2168,6134,-1084,-3067,1,1,0.6008926432161077,0.5603876811308924,A,A
1086,4787,2172,6134,-1086,-3067,1,1,0.6645970677497702,0.6403485791625139,A,A
1091,4787,2182,6144,-1091,-3073,1,1,0.7330139877445875,0.7124266951977283,A,A
1095,4787,2190,6156,-1095,-3079,1,1,0.84345089043628,0.81093086149687,A,A
1104,4787,2208,6168,-1104,-3085,1,1,0.9204595280456707,0.9155804834289545,A,A
1107,4787,2214,6180,-1107,-3091,1,1,0.3221080163488105,0.2705870793149804,A,A
1111,4787,2222,6180,-1111,-3091,1,1,0.3994358367313223,0.36326959483172827,A,A
1112,4787,2224,6180,-1112,-3091,1,1,0.6928582084912622,0.6567225731105883,A,A
1117,4787,2234,6192,-1117,-3096,1,1,0.3448004058226909,0.30887378737929305,A,A
1119,4787,2238,6202,-1119,-3102,1,1,0.5100463339289997,0.4686479736942557,A,A
1120,4787,2240,6202,-1120,-3102,1,1,0.882694754093835,0.8844562399641169,A,A
1124,4787,2248,6214,-1124,-3108,1,1,0.7588862688703896,0.74048802736636,A,A
1126,4787,2252,6214,-1126,-3108,1,1,0.014084293758116373,0.02540337192260267,A,A
1127,4787,2254,6214,-1127,-3108,1,1,0.7502858273808636,0.74048802736636,A,A
1128,4787,2256,6214,-1128,-3108,1,1,0.2786403018270994,0.2200783515824032,A,A
1131,4787,2262,6226,-1131,-3114,1,1,0.9916864107338308,0.9867277963524416,A,A
1134,4787,2268,6226,-1134,-3114,1,1,0.6990729584092141,0.6676345312549455,A,A
1135,4787,2270,6226,-1135,-3114,1,1,0.10248309480419349,0.09584927697217083,A,A
1139,4787,2278,6238,-1139,-3120,1,1,0.7286927619057683,0.6865687000926515,A,A
1144,4787,2288,6250,-1144,-3125,1,1,0.9475574116632703,0.9556519694980462,A,A
1149,4787,2298,6260,-1149,-3131,1,1,0.7633154787547768,0.74048802736636,A,A
1150,4787,2300,6260,-1150,-3131,1,1,0.8672575367053635,0.8659373859054671,A,A
1152,4787,2304,6260,-1152,-3131,1,1,0.17808742588759452,0.1556084896784825,A,A
1153,4787,2306,6272,-1153,-3137,1,1,0.18872901155905952,0.1556084896784825,A,A
1154,4787,2308,6272,-1154,-3137,1,1,0.055181358705669314,0.06575410935862658,A,A
1157,4787,2314,6272,-1157,-3137,1,1,0.43219526485412874,0.3994271172644791,A,A
1158,4787,2316,6272,-1158,-3137,1,1,0.5129367913688214,0.4686479736942557,A,A
1161,4787,2322,6284,-1161,-3143,1,1,0.2567662068887524,0.18991284810616926,A,A
1169,4787,2338,6296,-1169,-3148,1,1,0.7708102765665513,0.7650504588350444,A,A
1179,4787,2358,6318,-1179,-3160,1,1,0.18561248483097215,0.1556084896784825,A,A
1184,4787,2368,6330,-1184,-3166,1,1,0.9283748065256142,0.9358892092224953,A,A
1189,4787,2378,6342,-1189,-3172,1,1,0.5427998865618521,0.5057843245177359,A,A
1191,4787,2382,6342,-1191,-3172,1,1,0.736050415681054,0.7124266951977283,A,A
1194,4787,2388,6354,-1194,-3177,1,1,0.45290654855695833,0.43084017934406293,A,A
1197,4787,2394,6354,-1197,-3177,1,1,0.8249653027225438,0.7978402972390728,A,A
1200,4787,2400,6364,-1200,-3183,1,1,0.5626669913123759,0.5287072142744291,A,A
1201,4787,2402,6364,-1201,-3183,1,1,0.6363716876528555,0.5970130310756897,A,A
1202,4787,2404,6364,-1202,-3183,1,1,0.8420312325597894,0.81093086149687,A,A
1203,4787,2406,6364,-1203,-3183,1,1,0.740052615563091,0.7248533491587095,A,A
1205,4787,2410,6376,-1205,-3189,1,1,0.392245038784507,0.36326959483172827,A,A
1208,4787,2416,6376,-1208,-3189,1,1,0.24068119679059485,0.18991284810616926,A,A
1210,4787,2420,6376,-1210,-3189,1,1,0.455874247652869,0.43084017934406293,A,A
1212,4787,2424,6388,-1212,-3195,1,1,0.4036686860501336,0.3838453928986345,A,A
1213,4787,2426,6388,-1213,-3195,1,1,0.15023992461554925,0.11766008071769851,A,A
1217,4787,2434,6400,-1217,-3201,1,1,0.7387436412864783,0.7124266951977283,A,A
1218,4787,2436,6400,-1218,-3201,1,1,0.6991031318615971,0.6676345312549455,A,A
1219,4787,2438,6400,-1219,-3201,1,1,0.24013165190085783,0.18991284810616926,A,A
1222,4787,2444,6400,-1222,-3201,1,1,0.11076509990295391,0.09584927697217083,A,A
1228,4787,2456,6422,-1228,-3212,1,1,0.8656411391477089,0.8483288367488273,A,A
1229,4787,2458,6422,-1229,-3212,1,1,0.43395694662260587,0.41436990175995514,A,A
1233,4787,2466,6422,-1233,-3212,1,1,0.5380630101347165,0.5057843245177359,A,A
1242,4787,2484,6446,-1242,-3224,1,1,0.3991824395552047,0.36326959483172827,A,A
1244,4787,2488,6446,-1244,-3224,1,1,0.16885770868555283,0.14001508031831478,A,A
1245,4787,2490,6446,-1245,-3224,1,1,0.8489315349380703,0.836604570279811,A,A
1246,4787,2492,6458,-1246,-3230,1,1,0.8184547613787991,0.7752105467541478,A,A
1249,4787,2498,6458,-1249,-3230,1,1,0.05089625683585197,0.06575410935862658,A,A
1254,4787,2508,6470,-1254,-3235,1,1,0.5083930420285661,0.4686479736942557,A,A
1255,4787,2510,6470,-1255,-3235,1,1,0.36806953749472504,0.33085674641798635,A,A
1262,4787,2524,6480,-1262,-3241,1,1,0.6879686886580058,0.6567225731105883,A,A
1264,4787,2528,6492,-1264,-3247,1,1,0.7989984301192264,0.7650504588350444,A,A
1266,4787,2532,6492,-1266,-3247,1,1,0.5642167435986668,0.5287072142744291,A,A
1271,4787,2542,6504,-1271,-3253,1,1,0.45537280192979157,0.43084017934406293,A,A
1272,4787,2544,6504,-1272,-3253,1,1,0.16883131159212905,0.14001508031831478,A,A
1281,4787,2562,6526,-1281,-3264,1,1,0.8297944833144704,0.7978402972390728,A,A
1283,4787,2566,6526,-1283,-3264,1,1,0.1745095933971692,0.1556084896784825,A,A
1285,4787,2570,6526,-1285,-3264,1,1,0.7314432128745809,0.6865687000926515,A,A
1286,4787,2572,6538,-1286,-3270,1,1,0.8392630241402992,0.81093086149687,A,A
1289,4787,2578,6538,-1289,-3270,1,1,0.01883135831335714,0.02540337192260267,A,A
1291,4787,2582,6538,-1291,-3270,1,1,0.563827231928001,0.5287072142744291,A,A
1301,4787,2602,6562,-1301,-3282,1,1,0.5667006417249533,0.5287072142744291,A,A
1304,4787,2608,6574,-1304,-3287,1,1,0.00024681994583752864,0.009431753548861166,A,A
1307,4787,2614,6574,-1307,-3287,1,1,0.5288955242923394,0.4863973973956013,A,A
1308,4787,2616,6574,-1308,-3287,1,1,0.43326781790510405,0.3994271172644791,A,A
1313,4787,2626,6584,-1313,-3293,1,1,0.20298402888236022,0.17573684250755928,A,A
1314,4787,2628,6584,-1314,-3293,1,1,0.47332845691588776,0.43084017934406293,A,A
1315,4787,2630,6596,-1315,-3299,1,1,0.2616491086545898,0.20479149534265284,A,A
1316,4787,2632,6596,-1316,-3299,1,1,0.19538844757197016,0.17573684250755928,A,A
1318,4787,2636,6596,-1318,-3299,1,1,0.6884259958166028,0.6567225731105883,A,A
1321,4787,2642,5948,-1321,-2975,1,1,0.5817832600809435,0.5437811418999469,A,A
1322,4787,2644,5948,-1322,-2975,1,1,0.6309669498863102,0.6185616736968093,A,A
1328,4787,2656,5960,-1328,-2981,1,1,0.47109805613597056,0.43084017934406293,A,A
1329,4787,2658,5960,-1329,-2981,1,1,0.6248605510262478,0.5970130310756897,A,A
1330,4787,2660,5960,-1330,-2981,1,1,0.22880930162322455,0.20479149534265284,A,A
1331,4787,2662,5960,-1331,-2981,1,1,0.5581790509652352,0.5184576116122209,A,A
1332,4787,2664,5960,-1332,-2981,1,1,0.046999707699931004,0.046636926221635844,A,A
1333,4787,2666,5972,-1333,-2986,1,1,0.00015491098448616736,0.009431753548861166,A,A
1336,4787,2672,5972,-1336,-2986,1,1,0.8325853088956005,0.836604570279811,A,A
1338,4787,2676,5982,-1338,-2992,1,1,0.5354301258139194,0.4863973973956013,A,A
1340,4787,2680,5982,-1340,-2992,1,1,0.1070304570648154,0.09584927697217083,A,A
1344,4787,2688,5994,-1344,-2998,1,1,0.42083473977976726,0.3838453928986345,A,A
1345,4787,2690,5994,-1345,-2998,1,1,0.4665495465647592,0.43084017934406293,A,A
1351,4787,2702,6006,-1351,-3004,1,1,0.06240577622898613,0.06575410935862658,A,A
1353,4787,2706,6006,-1353,-3004,1,1,0.3634085934610053,0.30887378737929305,A,A
1360,4787,2720,6018,-1360,-3010,1,1,0.5653170086464381,0.5184576116122209,A,A
1363,4787,2726,6030,-1363,-3015,1,1,0.8840079396828732,0.8844562399641169,A,A
1364,4787,2728,6030,-1364,-3015,1,1,0.6138421237270008,0.5738128596868537,A,A
1367,4787,2734,6040,-1367,-3021,1,1,0.6762979127060074,0.6676345312549455,A,A
1369,4787,2738,6040,-1369,-3021,1,1,0.3645969488606505,0.33085674641798635,A,A
1371,4787,2742,6040,-1371,-3021,1,1,0.49562398342396086,0.45443658440763757,A,A
1374,4787,2748,6052,-1374,-3027,1,1,0.5870226270367492,0.5437811418999469,A,A
1375,4787,2750,6052,-1375,-3027,1,1,0.8839739223469595,0.8844562399641169,A,A
1381,4787,2762,6064,-1381,-3033,1,1,0.03016892460873999,0.02540337192260267,A,A
1384,4787,2768,6064,-1384,-3033,1,1,0.8623397788656404,0.8659373859054671,A,A
1385,4787,2770,6076,-1385,-3038,1,1,0.257410810361002,0.2200783515824032,A,A
1392,4787,2784,6086,-1392,-3044,1,1,0.673170434549061,0.6676345312549455,A,A
1395,4787,2790,6086,-1395,-3044,1,1,0.5737279457642223,0.5287072142744291,A,A
1396,4787,2792,6098,-1396,-3050,1,1,0.4136101628816753,0.3838453928986345,A,A
1398,4787,2796,6098,-1398,-3050,1,1,0.590735034434607,0.5603876811308924,A,A
1403,4787,2806,6110,-1403,-3056,1,1,0.15000695229724437,0.14001508031831478,A,A
1405,4787,2810,6110,-1405,-3056,1,1,0.09584927697217083,0.09584927697217083,A,A
1407,4787,2814,6110,-1407,-3056,1,1,0.013063342743919848,0.009431753548861166,A,A
1413,4787,2826,6122,-1413,-3062,1,1,0.7537243750324764,0.74048802736636,A,A
1415,4787,2830,6134,-1415,-3067,1,1,0.6940326878424155,0.7124266951977283,A,A
1420,4787,2840,6144,-1420,-3073,1,1,0.9356411246008667,0.9358892092224953,A,A
1423,4787,2846,6144,-1423,-3073,1,1,0.35300701316078154,0.30887378737929305,A,A
1426,4787,2852,6156,-1426,-3079,1,1,0.6226713772246038,0.5970130310756897,A,A
1428,4787,2856,6156,-1428,-3079,1,1,0.5583785918006593,0.5184576116122209,A,A
1429,4787,2858,6156,-1429,-3079,1,1,0.5403408343280616,0.4863973973956013,A,A
1430,4787,2860,6156,-1430,-3079,1,1,0.6158786216112707,0.5970130310756897,A,A
1432,4787,2864,6168,-1432,-3085,1,1,0.9597881247525193,0.9556519694980462,A,A
1433,4787,2866,6168,-1433,-3085,1,1,0.06120139514906042,0.06575410935862658,A,A
1435,4787,2870,6168,-1435,-3085,1,1,0.29527500437563825,0.2556376638625464,A,A
1440,4787,2880,6180,-1440,-3091,1,1,0.683038425690031,0.6865687000926515,A,A
1442,4787,2884,6180,-1442,-3091,1,1,0.17931471392689813,0.17573684250755928,A,A
1443,4787,2886,6192,-1443,-3096,1,1,0.09101344518813004,0.08139052448728146,A,A
1451,4787,2902,6202,-1451,-3102,1,1,0.7427639046806825,0.74048802736636,A,A
1456,4787,2912,6214,-1456,-3108,1,1,0.5452678640889863,0.5057843245177359,A,A
1457,4787,2914,6214,-1457,-3108,1,1,0.9902318086794614,0.9867277963524416,A,A
1458,4787,2916,6214,-1458,-3108,1,1,0.9246159956093796,0.9155804834289545,A,A
1467,4787,2934,6238,-1467,-3120,1,1,0.6683113728425779,0.6567225731105883,A,A
1473,4787,2946,6250,-1473,-3125,1,1,0.03900571071989989,0.046636926221635844,A,A
1480,4787,2960,6260,-1480,-3131,1,1,0.8308979646174663,0.81093086149687,A,A
1489,4787,2978,6284,-1489,-3143,1,1,0.672249500838977,0.6567225731105883,A,A
1496,4787,2992,6296,-1496,-3148,1,1,0.5221960680570036,0.4686479736942557,A,A
1498,4787,2996,6296,-1498,-3148,1,1,0.20415371039405794,0.18991284810616926,A,A
1499,4787,2998,6296,-1499,-3148,1,1,0.6887713022607096,0.7124266951977283,A,A
1500,4787,3000,6306,-1500,-3154,1,1,0.7079192081442485,0.7248533491587095,A,A
1502,4787,3004,6306,-1502,-3154,1,1,0.4236436480760234,0.3838453928986345,A,A
1503,4787,3006,6306,-1503,-3154,1,1,0.10295315702664554,0.09584927697217083,A,A
1506,4787,3012,6318,-1506,-3160,1,1,0.9601929767272657,0.9556519694980462,A,A
1507,4787,3014,6318,-1507,-3160,1,1,0.10227760676051167,0.09584927697217083,A,A
1510,4787,3020,6318,-1510,-3160,1,1,0.2734485579558157,0.23139716590926385,A,A
1511,4787,3022,6318,-1511,-3160,1,1,0.48870310931344363,0.45443658440763757,A,A
1512,4787,3024,6330,-1512,-3166,1,1,0.7897872978277188,0.7978402972390728,A,A
1514,4787,3028,6330,-1514,-3166,1,1,0.398981896428247,0.36326959483172827,A,A
1516,4787,3032,6330,-1516,-3166,1,1,0.1697167933207362,0.17573684250755928,A,A
1517,4787,3034,6330,-1517,-3166,1,1,0.6192565410057297,0.5970130310756897,A,A
1518,4787,3036,6342,-1518,-3172,1,1,0.23509808976106794,0.20479149534265284,A,A
1519,4787,3038,6342,-1519,-3172,1,1,0.8737398788364422,0.8844562399641169,A,A
1520,4787,3040,6342,-1520,-3172,1,1,0.9193203786198957,0.9155804834289545,A,A
1521,4787,3042,6342,-1521,-3172,1,1,0.22798058930587595,0.20479149534265284,A,A
1522,4787,3044,6342,-1522,-3172,1,1,0.25853620697872415,0.23139716590926385,A,A
1523,4787,3046,6342,-1523,-3172,1,1,0.36581933795944155,0.33085674641798635,A,A
1525,4787,3050,6354,-1525,-3177,1,1,0.6078471363244489,0.5738128596868537,A,A
1527,4787,3054,6354,-1527,-3177,1,1,0.5372114583877013,0.4863973973956013,A,A
1537,4787,3074,6376,-1537,-3189,1,1,0.19493561958923278,0.18991284810616926,A,A
1541,4787,3082,6388,-1541,-3195,1,1,0.032286747112227565,0.02540337192260267,A,A
1542,4787,3084,6388,-1542,-3195,1,1,0.5480549484738771,0.5057843245177359,A,A
1543,4787,3086,6388,-1543,-3195,1,1,0.2790753206940281,0.23139716590926385,A,A
1546,4787,3092,6388,-1546,-3195,1,1,0.41823999893667385,0.3838453928986345,A,A
1547,4787,3094,6400,-1547,-3201,1,1,0.8585221037698424,0.8483288367488273,A,A
1548,4787,3096,6400,-1548,-3201,1,1,0.39595461705784274,0.36326959483172827,A,A
1550,4787,3100,6400,-1550,-3201,1,1,0.6506578067395168,0.6403485791625139,A,A
1554,4787,3108,6412,-1554,-3206,1,1,0.1985313731517354,0.18991284810616926,A,A
1555,4787,3110,6412,-1555,-3206,1,1,0.14086854831376683,0.11766008071769851,A,A
1557,4787,3114,6412,-1557,-3206,1,1,0.574464966351423,0.5287072142744291,A,A
1562,4787,3124,6422,-1562,-3212,1,1,0.1431766834180429,0.14001508031831478,A,A
1563,4787,3126,6422,-1563,-3212,1,1,0.6053841299103403,0.5603876811308924,A,A
1565,4787,3130,6434,-1565,-3218,1,1,0.4604726313423838,0.41436990175995514,A,A
1570,4787,3140,6446,-1570,-3224,1,1,0.3383987585577991,0.30887378737929305,A,A
1571,4787,3142,6446,-1571,-3224,1,1,0.5665140211387208,0.5184576116122209,A,A
1575,4787,3150,6446,-1575,-3224,1,1,0.743483578651515,0.74048802736636,A,A
1579,4787,3158,6458,-1579,-3230,1,1,0.9067812426909794,0.897897211542344,A,A
1587,4787,3174,6480,-1587,-3241,1,1,0.38422181035041825,0.34394625120281785,A,A
1592,4787,3184,6480,-1592,-3241,1,1,0.5072682343483306,0.45443658440763757,A,A
1594,4787,3188,6492,-1594,-3247,1,1,0.8307609275173227,0.81093086149687,A,A
1599,4787,3198,6504,-1599,-3253,1,1,0.4547588973179115,0.41436990175995514,A,A
1605,4787,3210,6516,-1605,-3258,1,1,0.3189646383408673,0.2705870793149804,A,A
1607,4787,3214,6516,-1607,-3258,1,1,0.4861490826449505,0.43084017934406293,A,A
1608,4787,3216,6516,-1608,-3258,1,1,0.6322633344189381,0.6185616736968093,A,A
1611,4787,3222,6526,-1611,-3264,1,1,0.988536494786043,0.9867277963524416,A,A
1612,4787,3224,6526,-1612,-3264,1,1,0.7704932629380066,0.7650504588350444,A,A
1620,4787,3240,6538,-1620,-3270,1,1,0.16779640995292455,0.1556084896784825,A,A
1623,4787,3246,6550,-1623,-3276,1,1,0.3320083387560807,0.29312155847436416,A,A
1625,4787,3250,6550,-1625,-3276,1,1,0.7246325744447164,0.74048802736636,A,A
1629,4787,3258,6562,-1629,-3282,1,1,0.8477791509906641,0.836604570279811,A,A
1637,4787,3274,6574,-1637,-3287,1,1,0.12536104634926426,0.11766008071769851,A,A
1639,4787,3278,6584,-1639,-3293,1,1,0.6851897355902085,0.6865687000926515,A,A
1640,4787,3280,6584,-1640,-3293,1,1,0.8261620850949352,0.81093086149687,A,A
1642,4787,3284,6584,-1642,-3293,1,1,0.3227663874339719,0.2705870793149804,A,A
1646,4787,3292,6596,-1646,-3299,1,1,0.8294243547678448,0.81093086149687,A,A
1647,4787,3294,6596,-1647,-3299,1,1,0.16266588778401558,0.1556084896784825,A,A
1648,4787,3296,6596,-1648,-3299,1,1,0.2720151236240679,0.23139716590926385,A,A
1649,4787,3298,6596,-1649,-3299,1,1,0.858393201060348,0.8483288367488273,A,A
1653,4787,3306,5948,-1653,-2975,1,1,0.15145148107682405,0.1556084896784825,A,A
1654,4787,3308,5948,-1654,-2975,1,1,0.19914856958687954,0.2200783515824032,A,A
1658,4787,3316,5960,-1658,-2981,1,1,0.14505627622176243,0.1556084896784825,A,A
1660,4787,3320,5960,-1660,-2981,1,1,0.03626815257377336,0.02540337192260267,A,A
1667,4787,3334,5972,-1667,-2986,1,1,0.01877715972708216,0.009431753548861166,A,A
