sex,sex-norace,age,age-norace,age_cat,age_cat-norace,race,race-norace,juv_fel_count,juv_fel_count-norace,juv_misd_count,juv_misd_count-norace,juv_other_count,juv_other_count-norace,priors_count,priors_count-norace,c_charge_degree,c_charge_degree-norace,c_charge_desc,c_charge_desc-norace,decile_score,decile_score-norace,score_text,score_text-norace
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,5,5,F,F,Possession of Cocaine,Battery,9,9,High,High
Male,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),6,6,Medium,Medium
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,1,5,F,F,Poss Pyrrolidinovalerophenone,Possession of Cocaine,5,5,Medium,Medium
Male,Male,61,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,Battery,1,1,Low,Low
Male,Male,60,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Criminal Mischief>$200<$1000,Viol Injunct Domestic Violence,8,8,High,High
Male,Male,48,47,Greater than 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,F,F,Aggravated Assault W/dead Weap,Battery,2,2,Low,Low
Male,Male,24,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Carrying Concealed Firearm,Battery,2,2,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,23,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Possession of Alcohol Under 21,Viol Injunct Domestic Violence,10,10,High,High
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,10,10,High,High
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Battery on Law Enforc Officer,arrest case no charge,4,4,Low,Low
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,17,5,M,M,Resist/Obstruct W/O Violence,Battery,9,9,High,High
Male,Male,51,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,8,5,F,F,Possession of Cocaine,Criminal Mischief,5,5,Medium,Medium
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Poss Contr Subst W/o Prescript,arrest case no charge,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,9,5,F,F,Aggravated Battery,Battery,8,8,High,High
Male,Male,48,47,Greater than 45,Greater than 45,Asian,African-American,0,0,0,0,0,0,0,5,M,M,Viol Injunct Domestic Violence,Tamper With Witness/Victim/CI,1,1,Low,Low
Female,Female,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Uttering a Forged Instrument,Uttering a Forged Instrument,5,5,Medium,Medium
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Driving While License Revoked,Driving While License Revoked,6,6,Medium,Medium
Male,Male,56,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Drivg While Lic Suspd/Revk/Can,arrest case no charge,1,1,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,arrest case no charge,1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,7,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,10,10,High,High
Female,Male,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,7,7,Medium,Medium
Female,Male,38,47,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,"Poss3,4 Methylenedioxymethcath",Battery,1,1,Low,Low
Male,Male,29,29,25 - 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Battery on Law Enforc Officer,arrest case no charge,3,3,Low,Low
Male,Male,44,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Robbery / No Weapon,Battery,3,3,Low,Low
Female,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Purchase Cannabis,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Female,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,3,0,1,0,3,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,8,0,2,0,12,5,F,F,Possession of Cocaine,Possession of Cocaine,10,10,High,High
Male,Male,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cannabis,Possession of Cannabis,2,2,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,,Driving While License Revoked,4,4,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Agg Battery Grt/Bod/Harm,Felony Battery (Dom Strang),2,2,Low,Low
Female,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,6,5,F,F,Grand Theft (Motor Vehicle),Possession of Cocaine,10,10,High,High
Male,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,15,5,M,M,Resist/Obstruct W/O Violence,arrest case no charge,9,9,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,1,0,0,0,0,0,6,5,F,F,Issuing a Worthless Draft,Battery,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,6,5,M,M,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,2,0,1,0,0,0,3,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,6,5,M,F,Unlaw LicTag/Sticker Attach,Battery,3,3,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,10,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,47,29,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,1,0,0,0,1,0,9,5,F,F,Tampering With Physical Evidence,Battery,8,8,High,High
Male,Male,48,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,8,High,High
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,M,Tampering With Physical Evidence,arrest case no charge,7,7,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,15,5,F,F,Live on Earnings of Prostitute,Battery,10,10,High,High
Male,Male,66,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Viol Injunct Domestic Violence,Battery,3,3,Low,Low
Male,Male,38,29,25 - 45,25 - 45,Hispanic,African-American,1,0,0,0,1,0,7,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),7,7,Medium,Medium
Male,Male,36,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Carrying Concealed Firearm,3,3,Low,Low
Male,Male,20,29,Less than 25,Less than 25,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Corrupt Public Servant,Battery,6,6,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,0,5,F,F,Battery on Law Enforc Officer,Possession of Cannabis,3,3,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,arrest case no charge,arrest case no charge,10,10,High,High
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,18,5,F,F,Possession of Cocaine,Battery,9,9,High,High
Male,Male,19,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Resist Officer w/Violence,Felony Battery (Dom Strang),4,4,Low,Low
Male,Male,40,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Felony Driving While Lic Suspd,Battery,4,4,Low,Low
Female,Female,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cocaine,Battery,3,3,Low,Low
Male,Male,44,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Driving While License Revoked,Driving While License Revoked,7,7,Medium,Medium
Male,Male,44,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Felony/Driving Under Influence,Battery,1,1,Low,Low
Female,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Battery on a Person Over 65,Battery,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,F,F,Attempted Burg/Convey/Unocc,"Poss3,4 Methylenedioxymethcath",5,5,Medium,Medium
Female,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,12,5,F,F,Possession of Cocaine,Battery,10,10,High,High
Male,Male,40,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,6,5,F,F,Carrying Concealed Firearm,Carrying Concealed Firearm,4,4,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,1,0,4,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Low,Low
Female,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving License Suspended,Battery,7,7,Medium,Medium
Female,Female,32,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Burglary Dwelling Assault/Batt,Possession of Cocaine,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,1,0,0,0,15,5,F,F,Possession of Cocaine,Viol Injunct Domestic Violence,7,7,Medium,Medium
Male,Male,47,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Felony Driving While Lic Suspd,Felony Battery (Dom Strang),4,4,Low,Low
Female,Female,47,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Possession of Cocaine,Possession of Cocaine,9,9,High,High
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,8,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,"Poss3,4 Methylenedioxymethcath",Battery,10,10,High,High
Male,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,14,5,F,F,Driving While License Revoked,Battery,10,10,High,High
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Possession of Cocaine,Battery,6,6,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Battery,Battery,9,9,High,High
Female,Female,20,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,1,5,F,F,Possession of Cocaine,Battery,10,10,High,High
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,5,5,F,F,"Poss3,4 Methylenedioxymethcath","Poss3,4 Methylenedioxymethcath",6,6,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,8,5,F,F,Driving While License Revoked,arrest case no charge,1,1,Low,Low
Male,Male,45,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Possess Cannabis/20 Grams Or Less,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Female,Male,42,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Level 0.15 Or Minor In Veh,Possession of Cocaine,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Resist/Obstruct W/O Violence,arrest case no charge,4,4,Low,Low
Female,Male,69,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Leaving Acc/Unattended Veh,Battery,1,1,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,1,0,5,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,3,0,1,0,8,5,M,M,Battery,Battery,8,8,High,High
Male,Male,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Battery,6,6,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Driving While License Revoked,Driving While License Revoked,4,4,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Female,Female,21,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,0,0,2,5,F,F,Deliver Cannabis,Grand Theft in the 3rd Degree,6,6,Medium,Medium
Female,Male,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Female,Female,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,2,0,6,5,M,M,Criminal Mischief Damage <$200,Battery,7,7,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Cruelty Toward Child,Pos Cannabis W/Intent Sel/Del,1,1,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,32,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Battery on Law Enforc Officer,arrest case no charge,6,6,Medium,Medium
Male,Male,50,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,1,5,F,F,Pos Cannabis W/Intent Sel/Del,Agg Battery Grt/Bod/Harm,4,4,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Felony Battery w/Prior Convict,arrest case no charge,6,6,Medium,Medium
Female,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Female,Female,31,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,M,M,Assault,Battery,6,6,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,,arrest case no charge,3,3,Low,Low
Male,Male,33,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,12,5,F,F,Tampering With Physical Evidence,Battery,9,9,High,High
Male,Male,36,47,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Possession of Cocaine,Possession of Cocaine,2,2,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,12,5,M,M,Criminal Mischief>$200<$1000,Viol Injunct Domestic Violence,6,6,Medium,Medium
Female,Female,61,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Battery,1,1,Low,Low
Female,Female,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Possession of Cocaine,Possession of Cocaine,9,9,High,High
Female,Female,29,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Felony DUI - Enhanced,arrest case no charge,1,1,Low,Low
Male,Male,37,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Battery,4,4,Low,Low
Male,Male,65,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Possession Of Heroin,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,47,29,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,13,5,M,M,Battery,Battery,4,4,Low,Low
Female,Female,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,32,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,43,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Neglect Child / No Bodily Harm,Battery,1,1,Low,Low
Male,Male,34,47,25 - 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,M,F,Battery,Battery,2,2,Low,Low
Male,Male,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Disorderly Conduct,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,arrest case no charge,arrest case no charge,9,9,High,High
Female,Female,74,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Disorderly Intoxication,Battery,1,1,Low,Low
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,1,5,M,M,Aggravated Battery / Pregnant,arrest case no charge,2,2,Low,Low
Male,Male,52,47,Greater than 45,25 - 45,Asian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,arrest case no charge,1,1,Low,Low
Female,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,6,6,Medium,Medium
Female,Female,30,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,1,0,1,5,F,F,Driving While License Revoked,Driving While License Revoked,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Corrupt Public Servant,Battery,2,2,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,5,0,1,0,0,0,10,5,F,F,Possession of Cocaine,Felony Battery (Dom Strang),10,10,High,High
Male,Male,36,29,25 - 45,25 - 45,Hispanic,African-American,0,0,1,0,0,0,26,5,F,F,Driving While License Revoked,arrest case no charge,10,10,High,High
Male,Male,26,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,5,5,F,F,Driving While License Revoked,Battery,3,3,Low,Low
Male,Male,24,29,Less than 25,25 - 45,African-American,African-American,0,0,0,0,2,0,2,5,F,M,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,46,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,31,29,25 - 45,25 - 45,Hispanic,African-American,0,0,1,0,0,0,19,5,F,F,"Poss 3,4 MDMA (Ecstasy)",Battery,7,7,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,3,1,2,5,F,F,Driving While License Revoked,arrest case no charge,6,6,Medium,Medium
Female,Female,29,29,25 - 45,Less than 25,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Battery on Law Enforc Officer,arrest case no charge,3,3,Low,Low
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,2,0,6,5,F,F,Burglary Conveyance Unoccup,Felony Battery (Dom Strang),10,10,High,High
Female,Female,56,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Unlicensed Telemarketing,Battery,1,1,Low,Low
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Robbery / Weapon,Criminal Mischief,1,1,Low,Low
Female,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,9,9,High,High
Male,Male,38,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,4,4,Low,Low
Male,Male,46,29,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving License Suspended,Battery,1,1,Low,Low
Female,Female,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Burglary Conveyance Unoccup,Battery,2,2,Low,Low
Female,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,M,Driving While License Revoked,Driving While License Revoked,2,2,Low,Low
Male,Male,37,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,63,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Criminal Mischief,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Unoccupied Dwelling,Felony Petit Theft,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,F,F,Grand Theft in the 3rd Degree,Possession of Cocaine,10,10,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,2,0,1,5,F,F,Burglary Conveyance Unoccup,Possession of Cannabis,5,5,Medium,Medium
Female,Male,39,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Susp Drivers Lic 1st Offense,Battery,6,6,Medium,Medium
Male,Male,46,29,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Other,African-American,0,0,1,0,0,0,7,5,F,F,Trespass Property w/Dang Weap,arrest case no charge,8,8,High,High
Male,Male,38,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,17,5,M,M,Battery,Battery,4,4,Low,Low
Female,Female,55,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Property Damage/Injury,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,34,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Operating W/O Valid License,Battery,1,1,Low,Low
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Resist/Obstruct W/O Violence,arrest case no charge,7,7,Medium,Medium
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,9,5,F,M,Felony Petit Theft,Battery,9,9,High,High
Male,Male,22,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Fleeing or Eluding a LEO,arrest case no charge,6,6,Medium,Medium
